"mic","symbol","isin","date","open_value","high_value","low_value","last_value","change_prev_close_percentage","turnover"
"XZAG","CBX","HRZB00ICBEX6","2019-03-01",1797.71,1799.85,1784.64,1792.79,-0.34,3471726.17
"XZAG","CBX","HRZB00ICBEX6","2019-02-28",1781.28,1799.20,1781.28,1798.98,1.02,6331000.74
"XZAG","CBX","HRZB00ICBEX6","2019-02-27",1782.77,1784.87,1777.50,1780.86,-0.11,5467446.44
"XZAG","CBX","HRZB00ICBEX6","2019-02-26",1780.74,1785.15,1776.79,1782.77,0.07,2272369.67
"XZAG","CBX","HRZB00ICBEX6","2019-02-25",1777.20,1782.82,1773.79,1781.52,0.29,4367825.54
"XZAG","CBX","HRZB00ICBEX6","2019-02-22",1772.90,1776.30,1770.92,1776.30,0.21,4225551.37
"XZAG","CBX","HRZB00ICBEX6","2019-02-21",1768.93,1776.86,1768.93,1772.63,0.20,4349117.13
"XZAG","CBX","HRZB00ICBEX6","2019-02-20",1767.25,1773.28,1767.25,1769.15,0.10,5191838.45
"XZAG","CBX","HRZB00ICBEX6","2019-02-19",1775.01,1775.63,1759.78,1767.47,-0.36,4526152.55
"XZAG","CBX","HRZB00ICBEX6","2019-02-18",1770.47,1773.77,1762.57,1773.77,0.25,4079146.62
"XZAG","CBX","HRZB00ICBEX6","2019-02-15",1756.62,1769.31,1753.80,1769.31,1.02,5649744.67
"XZAG","CBX","HRZB00ICBEX6","2019-02-14",1755.28,1763.51,1751.40,1751.40,-0.22,5252670.83
"XZAG","CBX","HRZB00ICBEX6","2019-02-13",1750.16,1757.86,1750.13,1755.28,0.30,2089009.20
"XZAG","CBX","HRZB00ICBEX6","2019-02-12",1750.20,1754.29,1749.88,1750.00,-0.01,2592132.67
"XZAG","CBX","HRZB00ICBEX6","2019-02-11",1756.88,1759.94,1750.20,1750.20,-0.38,3608887.07
"XZAG","CBX","HRZB00ICBEX6","2019-02-08",1767.65,1767.65,1748.58,1756.88,-0.61,2899617.76
"XZAG","CBX","HRZB00ICBEX6","2019-02-07",1766.93,1771.00,1762.57,1767.69,0.09,2004230.92
"XZAG","CBX","HRZB00ICBEX6","2019-02-06",1764.33,1771.77,1763.22,1766.10,-0.21,3289397.32
"XZAG","CBX","HRZB00ICBEX6","2019-02-05",1761.12,1769.76,1757.08,1769.76,0.50,2090972.89
"XZAG","CBX","HRZB00ICBEX6","2019-02-04",1760.03,1761.03,1754.90,1761.03,0.06,1166840.30
"XZAG","CBX","HRZB00ICBEX6","2019-02-01",1761.79,1767.00,1760.03,1760.03,-0.10,2228380.35
"XZAG","CBX","HRZB00ICBEX6","2019-01-31",1763.89,1769.24,1760.49,1761.79,-0.02,9045038.11
"XZAG","CBX","HRZB00ICBEX6","2019-01-30",1758.02,1764.69,1757.77,1762.17,0.24,1834334.91
"XZAG","CBX","HRZB00ICBEX6","2019-01-29",1761.52,1763.39,1754.77,1758.02,-0.13,2393862.70
"XZAG","CBX","HRZB00ICBEX6","2019-01-28",1762.22,1768.07,1758.16,1760.28,-0.11,3852987.64
"XZAG","CBX","HRZB00ICBEX6","2019-01-25",1757.65,1762.22,1754.92,1762.22,0.29,2928559.91
"XZAG","CBX","HRZB00ICBEX6","2019-01-24",1754.35,1758.24,1749.22,1757.13,0.09,4456740.68
"XZAG","CBX","HRZB00ICBEX6","2019-01-23",1761.05,1761.83,1755.05,1755.51,-0.34,2123289.89
"XZAG","CBX","HRZB00ICBEX6","2019-01-22",1761.42,1765.88,1756.24,1761.51,-0.02,2232707.49
"XZAG","CBX","HRZB00ICBEX6","2019-01-21",1759.26,1762.20,1752.61,1761.88,0.14,3410165.00
"XZAG","CBX","HRZB00ICBEX6","2019-01-18",1756.53,1766.58,1756.53,1759.33,0.16,3520376.66
"XZAG","CBX","HRZB00ICBEX6","2019-01-17",1752.80,1760.91,1751.94,1756.57,0.24,2629851.97
"XZAG","CBX","HRZB00ICBEX6","2019-01-16",1748.77,1753.49,1746.74,1752.38,0.27,4102061.20
"XZAG","CBX","HRZB00ICBEX6","2019-01-15",1734.34,1747.91,1734.34,1747.60,0.76,4350903.93
"XZAG","CBX","HRZB00ICBEX6","2019-01-14",1734.90,1738.55,1733.98,1734.34,-0.01,2560214.00
"XZAG","CBX","HRZB00ICBEX6","2019-01-11",1740.16,1742.26,1734.49,1734.51,-0.32,2542403.22
"XZAG","CBX","HRZB00ICBEX6","2019-01-10",1741.45,1745.42,1738.41,1740.16,-0.07,4635018.65
"XZAG","CBX","HRZB00ICBEX6","2019-01-09",1733.33,1742.18,1732.74,1741.36,0.50,2193968.18
"XZAG","CBX","HRZB00ICBEX6","2019-01-08",1730.85,1738.87,1730.85,1732.66,0.34,3071930.42
"XZAG","CBX","HRZB00ICBEX6","2019-01-07",1729.79,1733.62,1726.78,1726.78,-0.17,3763080.38
"XZAG","CBX","HRZB00ICBEX6","2019-01-04",1729.91,1732.46,1726.32,1729.79,-0.01,4649258.79
"XZAG","CBX","HRZB00ICBEX6","2019-01-03",1730.55,1733.45,1724.07,1729.91,0.03,3462989.94
"XZAG","CBX","HRZB00ICBEX6","2019-01-02",1748.81,1753.93,1725.85,1729.39,-1.11,5923444.39
"XZAG","CBX","HRZB00ICBEX6","2018-12-28",1737.37,1749.56,1735.47,1748.81,0.66,8238974.12
"XZAG","CBX","HRZB00ICBEX6","2018-12-27",1727.53,1740.63,1727.53,1737.37,0.57,13944763.55
"XZAG","CBX","HRZB00ICBEX6","2018-12-21",1728.50,1731.52,1723.10,1727.53,-0.14,5251013.74
"XZAG","CBX","HRZB00ICBEX6","2018-12-20",1740.00,1740.55,1726.43,1729.87,-0.64,11225700.07
"XZAG","CBX","HRZB00ICBEX6","2018-12-19",1746.97,1748.52,1739.80,1740.96,-0.37,3619075.92
"XZAG","CBX","HRZB00ICBEX6","2018-12-18",1744.58,1748.23,1737.40,1747.42,0.16,6352377.77
"XZAG","CBX","HRZB00ICBEX6","2018-12-17",1734.00,1753.29,1734.00,1744.58,0.61,7693313.43
"XZAG","CBX","HRZB00ICBEX6","2018-12-14",1734.74,1744.58,1731.69,1734.00,0.06,8891801.58
"XZAG","CBX","HRZB00ICBEX6","2018-12-13",1716.49,1734.80,1716.49,1733.02,0.96,5803694.17
"XZAG","CBX","HRZB00ICBEX6","2018-12-12",1708.16,1716.49,1704.77,1716.49,0.45,3320226.46
"XZAG","CBX","HRZB00ICBEX6","2018-12-11",1705.20,1716.39,1702.48,1708.83,0.21,7897013.58
"XZAG","CBX","HRZB00ICBEX6","2018-12-10",1714.89,1714.89,1693.82,1705.20,-0.57,13963651.18
"XZAG","CBX","HRZB00ICBEX6","2018-12-07",1712.05,1714.95,1699.45,1714.89,0.13,9649107.54
"XZAG","CBX","HRZB00ICBEX6","2018-12-06",1741.04,1741.89,1712.69,1712.69,-1.63,16174366.21
"XZAG","CBX","HRZB00ICBEX6","2018-12-05",1736.78,1743.67,1732.65,1741.04,0.24,5843251.14
"XZAG","CBX","HRZB00ICBEX6","2018-12-04",1729.22,1738.57,1729.22,1736.83,0.27,3289156.61
"XZAG","CBX","HRZB00ICBEX6","2018-12-03",1730.75,1738.54,1730.75,1732.12,0.16,4530897.45
"XZAG","CBX","HRZB00ICBEX6","2018-11-30",1730.33,1733.59,1725.84,1729.38,-0.05,13174592.05
"XZAG","CBX","HRZB00ICBEX6","2018-11-29",1724.01,1731.95,1722.28,1730.33,0.26,3995887.53
"XZAG","CBX","HRZB00ICBEX6","2018-11-28",1724.79,1726.83,1720.44,1725.84,0.06,5877301.72
"XZAG","CBX","HRZB00ICBEX6","2018-11-27",1736.35,1736.35,1723.75,1724.79,-0.67,6197285.09
"XZAG","CBX","HRZB00ICBEX6","2018-11-26",1726.62,1740.87,1726.58,1736.35,0.41,4181223.13
"XZAG","CBX","HRZB00ICBEX6","2018-11-23",1721.42,1729.34,1713.37,1729.34,0.41,8523385.75
"XZAG","CBX","HRZB00ICBEX6","2018-11-22",1734.51,1734.51,1713.83,1722.34,-0.62,4293852.51
"XZAG","CBX","HRZB00ICBEX6","2018-11-21",1734.14,1735.88,1723.14,1733.14,-0.06,14362711.39
"XZAG","CBX","HRZB00ICBEX6","2018-11-20",1747.23,1747.23,1734.14,1734.14,-0.75,5391073.67
"XZAG","CBX","HRZB00ICBEX6","2018-11-19",1757.28,1757.28,1743.21,1747.23,-0.52,3735669.08
"XZAG","CBX","HRZB00ICBEX6","2018-11-16",1749.13,1756.57,1746.68,1756.44,0.42,10057968.16
"XZAG","CBX","HRZB00ICBEX6","2018-11-15",1749.16,1751.98,1744.98,1749.13,0.03,2571540.78
"XZAG","CBX","HRZB00ICBEX6","2018-11-14",1760.20,1760.20,1746.61,1748.59,-0.68,3387095.77
"XZAG","CBX","HRZB00ICBEX6","2018-11-13",1767.20,1767.35,1754.49,1760.60,-0.40,8374055.76
"XZAG","CBX","HRZB00ICBEX6","2018-11-12",1786.19,1786.19,1766.47,1767.66,-1.04,6758488.19
"XZAG","CBX","HRZB00ICBEX6","2018-11-09",1785.70,1788.77,1783.22,1786.19,0.03,3321268.34
"XZAG","CBX","HRZB00ICBEX6","2018-11-08",1783.49,1787.71,1778.60,1785.70,0.10,2067670.51
"XZAG","CBX","HRZB00ICBEX6","2018-11-07",1776.97,1788.34,1775.38,1783.95,0.43,3638536.29
"XZAG","CBX","HRZB00ICBEX6","2018-11-06",1772.03,1776.64,1768.67,1776.39,0.28,6607069.50
"XZAG","CBX","HRZB00ICBEX6","2018-11-05",1769.80,1778.81,1768.97,1771.45,0.09,2963526.13
"XZAG","CBX","HRZB00ICBEX6","2018-11-02",1779.13,1781.36,1769.80,1769.80,-0.52,4489383.75
"XZAG","CBX","HRZB00ICBEX6","2018-10-31",1789.16,1790.22,1773.68,1779.13,-0.59,7262648.59
"XZAG","CBX","HRZB00ICBEX6","2018-10-30",1788.26,1799.54,1787.28,1789.68,0.01,9350117.81
"XZAG","CBX","HRZB00ICBEX6","2018-10-29",1798.00,1803.19,1785.96,1789.42,-0.48,5067150.16
"XZAG","CBX","HRZB00ICBEX6","2018-10-26",1788.18,1800.26,1788.18,1798.00,0.55,6140742.55
"XZAG","CBX","HRZB00ICBEX6","2018-10-25",1783.10,1791.07,1778.76,1788.18,0.31,5451043.71
"XZAG","CBX","HRZB00ICBEX6","2018-10-24",1785.49,1788.10,1780.25,1782.68,-0.18,2098850.44
"XZAG","CBX","HRZB00ICBEX6","2018-10-23",1787.62,1787.62,1778.36,1785.90,-0.07,3676271.69
"XZAG","CBX","HRZB00ICBEX6","2018-10-22",1774.25,1788.98,1774.25,1787.16,0.71,4296781.09
"XZAG","CBX","HRZB00ICBEX6","2018-10-19",1776.23,1778.84,1766.95,1774.64,-0.09,2211301.58
"XZAG","CBX","HRZB00ICBEX6","2018-10-18",1778.05,1781.92,1773.47,1776.23,-0.10,2673157.16
"XZAG","CBX","HRZB00ICBEX6","2018-10-17",1776.55,1785.59,1771.76,1778.05,0.08,4868719.90
"XZAG","CBX","HRZB00ICBEX6","2018-10-16",1779.99,1782.72,1769.35,1776.55,-0.19,13427960.74
"XZAG","CBX","HRZB00ICBEX6","2018-10-15",1772.68,1781.56,1770.84,1779.92,0.41,10618023.20
"XZAG","CBX","HRZB00ICBEX6","2018-10-12",1754.28,1777.24,1749.13,1772.68,1.03,5170630.28
"XZAG","CBX","HRZB00ICBEX6","2018-10-11",1769.68,1769.68,1747.47,1754.55,-0.88,9430869.43
"XZAG","CBX","HRZB00ICBEX6","2018-10-10",1775.19,1777.46,1769.77,1770.15,-0.28,3183064.54
"XZAG","CBX","HRZB00ICBEX6","2018-10-09",1766.63,1775.19,1762.16,1775.19,0.48,6633943.87
"XZAG","CBX","HRZB00ICBEX6","2018-10-05",1774.77,1778.94,1765.81,1766.69,-0.46,2280761.63
"XZAG","CBX","HRZB00ICBEX6","2018-10-04",1779.50,1781.88,1774.04,1774.77,-0.34,6096425.06
"XZAG","CBX","HRZB00ICBEX6","2018-10-03",1782.80,1785.15,1774.20,1780.89,-0.11,1666784.40
"XZAG","CBX","HRZB00ICBEX6","2018-10-02",1781.36,1783.53,1776.01,1782.80,0.08,4960634.72
"XZAG","CBX","HRZB00ICBEX6","2018-10-01",1781.41,1784.78,1772.43,1781.36,-0.04,2655757.75
"XZAG","CBX","HRZB00ICBEX6","2018-09-28",1787.43,1787.43,1775.08,1782.15,-0.30,7228869.37
"XZAG","CBX","HRZB00ICBEX6","2018-09-27",1790.04,1790.32,1775.70,1787.43,-0.15,6419763.46
"XZAG","CBX","HRZB00ICBEX6","2018-09-26",1797.04,1797.35,1784.37,1790.04,-0.39,7693272.76
"XZAG","CBX","HRZB00ICBEX6","2018-09-25",1809.72,1811.59,1796.24,1797.04,-0.73,11326437.43
"XZAG","CBX","HRZB00ICBEX6","2018-09-24",1803.76,1816.87,1801.99,1810.29,0.36,3797027.86
"XZAG","CBX","HRZB00ICBEX6","2018-09-21",1804.74,1804.74,1799.63,1803.76,-0.05,1989720.50
"XZAG","CBX","HRZB00ICBEX6","2018-09-20",1806.23,1806.48,1798.92,1804.74,-0.08,3778844.50
"XZAG","CBX","HRZB00ICBEX6","2018-09-19",1800.34,1806.37,1798.62,1806.23,0.33,8298624.75
"XZAG","CBX","HRZB00ICBEX6","2018-09-18",1793.34,1803.53,1792.92,1800.34,0.44,4575906.29
"XZAG","CBX","HRZB00ICBEX6","2018-09-17",1793.99,1797.38,1788.53,1792.47,-0.08,2397672.32
"XZAG","CBX","HRZB00ICBEX6","2018-09-14",1797.67,1801.21,1792.67,1793.99,-0.27,6739902.60
"XZAG","CBX","HRZB00ICBEX6","2018-09-13",1810.99,1813.03,1797.76,1798.80,-0.67,4291784.10
"XZAG","CBX","HRZB00ICBEX6","2018-09-12",1796.58,1811.34,1793.29,1810.86,0.79,4075367.04
"XZAG","CBX","HRZB00ICBEX6","2018-09-11",1797.95,1801.38,1784.95,1796.58,-0.08,6066165.39
"XZAG","CBX","HRZB00ICBEX6","2018-09-10",1807.85,1807.89,1791.43,1797.95,-0.47,10762339.85
"XZAG","CBX","HRZB00ICBEX6","2018-09-07",1814.88,1814.88,1803.33,1806.53,-0.14,4937637.05
"XZAG","CBX","HRZB00ICBEX6","2018-09-06",1817.70,1818.14,1808.07,1809.15,-0.47,1912835.29
"XZAG","CBX","HRZB00ICBEX6","2018-09-05",1819.77,1819.92,1814.79,1817.70,-0.05,6239344.29
"XZAG","CBX","HRZB00ICBEX6","2018-09-04",1821.18,1821.62,1809.50,1818.64,-0.14,2646234.98
"XZAG","CBX","HRZB00ICBEX6","2018-09-03",1820.91,1822.34,1816.55,1821.18,-0.06,1520147.57
"XZAG","CBX","HRZB00ICBEX6","2018-08-31",1823.88,1823.88,1815.63,1822.24,-0.03,2525798.49
"XZAG","CBX","HRZB00ICBEX6","2018-08-30",1824.09,1826.08,1820.13,1822.76,-0.10,1112914.05
"XZAG","CBX","HRZB00ICBEX6","2018-08-29",1819.69,1824.65,1816.66,1824.65,0.21,1861892.16
"XZAG","CBX","HRZB00ICBEX6","2018-08-28",1818.77,1820.83,1812.74,1820.83,-0.01,2790533.49
"XZAG","CBX","HRZB00ICBEX6","2018-08-27",1820.98,1821.42,1812.79,1820.96,0.02,3650492.21
"XZAG","CBX","HRZB00ICBEX6","2018-08-24",1820.43,1829.06,1820.43,1820.55,0.01,2960777.90
"XZAG","CBX","HRZB00ICBEX6","2018-08-23",1826.29,1826.29,1820.38,1820.43,-0.32,2042335.03
"XZAG","CBX","HRZB00ICBEX6","2018-08-22",1831.05,1833.37,1826.29,1826.29,-0.26,5077932.25
"XZAG","CBX","HRZB00ICBEX6","2018-08-21",1822.04,1831.96,1819.03,1831.05,0.46,7195951.28
"XZAG","CBX","HRZB00ICBEX6","2018-08-20",1819.59,1823.18,1817.40,1822.60,0.24,1420551.59
"XZAG","CBX","HRZB00ICBEX6","2018-08-17",1820.94,1827.16,1812.82,1818.15,-0.14,4263512.15
"XZAG","CBX","HRZB00ICBEX6","2018-08-16",1820.03,1824.22,1818.46,1820.63,0.03,2889668.20
"XZAG","CBX","HRZB00ICBEX6","2018-08-14",1831.14,1831.14,1819.65,1820.03,-0.59,3187300.05
"XZAG","CBX","HRZB00ICBEX6","2018-08-13",1836.52,1839.33,1829.46,1830.85,-0.31,5357246.67
"XZAG","CBX","HRZB00ICBEX6","2018-08-10",1842.36,1844.68,1834.41,1836.52,-0.29,3093266.17
"XZAG","CBX","HRZB00ICBEX6","2018-08-09",1839.18,1843.47,1836.32,1841.80,0.17,4209036.30
"XZAG","CBX","HRZB00ICBEX6","2018-08-08",1838.02,1841.22,1833.42,1838.74,0.04,4012521.32
"XZAG","CBX","HRZB00ICBEX6","2018-08-07",1830.07,1838.02,1827.14,1838.02,0.55,7620859.75
"XZAG","CBX","HRZB00ICBEX6","2018-08-06",1822.21,1827.88,1818.84,1827.88,0.28,4170677.93
"XZAG","CBX","HRZB00ICBEX6","2018-08-03",1818.34,1829.29,1815.63,1822.78,0.24,3018547.92
"XZAG","CBX","HRZB00ICBEX6","2018-08-02",1810.69,1825.56,1809.67,1818.34,0.40,3614635.15
"XZAG","CBX","HRZB00ICBEX6","2018-08-01",1821.33,1821.33,1808.27,1811.04,-0.49,26480390.94
"XZAG","CBX","HRZB00ICBEX6","2018-07-31",1836.15,1838.52,1818.34,1820.01,-0.88,8090893.40
"XZAG","CBX","HRZB00ICBEX6","2018-07-30",1834.07,1838.85,1830.11,1836.15,0.14,5714590.87
"XZAG","CBX","HRZB00ICBEX6","2018-07-27",1831.13,1834.56,1830.49,1833.64,0.05,1078795.52
"XZAG","CBX","HRZB00ICBEX6","2018-07-26",1821.56,1833.46,1821.56,1832.81,0.62,4818632.17
"XZAG","CBX","HRZB00ICBEX6","2018-07-25",1824.29,1824.29,1816.23,1821.56,-0.14,2649072.79
"XZAG","CBX","HRZB00ICBEX6","2018-07-24",1811.26,1826.33,1808.68,1824.16,0.74,3914282.38
"XZAG","CBX","HRZB00ICBEX6","2018-07-23",1791.78,1813.50,1791.04,1810.70,1.07,2940943.05
"XZAG","CBX","HRZB00ICBEX6","2018-07-20",1794.62,1795.44,1790.06,1791.50,-0.20,826589.46
"XZAG","CBX","HRZB00ICBEX6","2018-07-19",1795.93,1796.30,1791.51,1795.18,-0.02,1500075.00
"XZAG","CBX","HRZB00ICBEX6","2018-07-18",1789.04,1795.49,1784.28,1795.49,0.22,6880824.80
"XZAG","CBX","HRZB00ICBEX6","2018-07-17",1802.96,1804.76,1791.63,1791.63,-0.63,5505314.73
"XZAG","CBX","HRZB00ICBEX6","2018-07-16",1807.36,1808.15,1802.96,1802.96,-0.26,1088569.20
"XZAG","CBX","HRZB00ICBEX6","2018-07-13",1808.50,1808.50,1805.02,1807.75,0.01,1373794.12
"XZAG","CBX","HRZB00ICBEX6","2018-07-12",1809.68,1810.99,1803.22,1807.51,-0.12,1731676.64
"XZAG","CBX","HRZB00ICBEX6","2018-07-11",1810.84,1811.14,1806.24,1809.68,-0.15,5478145.76
"XZAG","CBX","HRZB00ICBEX6","2018-07-10",1798.90,1812.33,1797.87,1812.33,0.69,3184038.92
"XZAG","CBX","HRZB00ICBEX6","2018-07-09",1803.60,1804.20,1796.51,1799.90,-0.21,2054098.06
"XZAG","CBX","HRZB00ICBEX6","2018-07-06",1799.24,1804.46,1797.95,1803.60,0.21,2174971.87
"XZAG","CBX","HRZB00ICBEX6","2018-07-05",1796.45,1802.87,1795.88,1799.80,0.19,2981275.11
"XZAG","CBX","HRZB00ICBEX6","2018-07-04",1800.96,1801.10,1795.22,1796.30,-0.26,5461598.32
"XZAG","CBX","HRZB00ICBEX6","2018-07-03",1804.67,1804.67,1796.04,1800.96,-0.21,5118408.80
"XZAG","CBX","HRZB00ICBEX6","2018-07-02",1816.49,1819.76,1804.67,1804.67,-0.65,7003337.95
"XZAG","CBX","HRZB00ICBEX6","2018-06-29",1811.13,1818.40,1810.09,1816.49,0.30,1322755.00
"XZAG","CBX","HRZB00ICBEX6","2018-06-28",1813.09,1813.09,1803.51,1811.13,-0.08,12453224.84
"XZAG","CBX","HRZB00ICBEX6","2018-06-27",1813.47,1818.32,1809.78,1812.65,-0.08,5740131.73
"XZAG","CBX","HRZB00ICBEX6","2018-06-26",1838.72,1838.72,1814.00,1814.03,-1.33,7207340.27
"XZAG","CBX","HRZB00ICBEX6","2018-06-21",1831.42,1841.06,1830.31,1838.51,0.37,2384909.75
"XZAG","CBX","HRZB00ICBEX6","2018-06-20",1820.61,1831.82,1815.80,1831.82,0.62,5991130.76
"XZAG","CBX","HRZB00ICBEX6","2018-06-19",1815.75,1822.91,1811.78,1820.61,0.27,3512757.00
"XZAG","CBX","HRZB00ICBEX6","2018-06-18",1821.56,1823.71,1812.42,1815.75,-0.31,3031193.95
"XZAG","CBX","HRZB00ICBEX6","2018-06-15",1826.84,1832.36,1821.36,1821.36,-0.23,3806493.36
"XZAG","CBX","HRZB00ICBEX6","2018-06-14",1821.61,1826.56,1816.18,1825.51,0.24,2505912.11
"XZAG","CBX","HRZB00ICBEX6","2018-06-13",1824.53,1824.53,1816.94,1821.17,-0.20,3659366.70
"XZAG","CBX","HRZB00ICBEX6","2018-06-12",1827.25,1833.92,1824.44,1824.88,-0.13,4212383.85
"XZAG","CBX","HRZB00ICBEX6","2018-06-11",1831.88,1836.68,1821.69,1827.25,-0.23,4412142.94
"XZAG","CBX","HRZB00ICBEX6","2018-06-08",1830.83,1837.31,1829.89,1831.45,0.03,1613181.85
"XZAG","CBX","HRZB00ICBEX6","2018-06-07",1829.27,1830.83,1823.48,1830.83,0.06,14462381.53
"XZAG","CBX","HRZB00ICBEX6","2018-06-06",1843.41,1844.28,1829.33,1829.77,-0.71,9172511.85
"XZAG","CBX","HRZB00ICBEX6","2018-06-05",1838.84,1850.08,1837.96,1842.85,0.22,4303614.20
"XZAG","CBX","HRZB00ICBEX6","2018-06-04",1846.82,1848.21,1838.28,1838.84,-0.41,2426297.55
"XZAG","CBX","HRZB00ICBEX6","2018-06-01",1853.59,1855.35,1843.53,1846.38,-0.41,7367377.65
"XZAG","CBX","HRZB00ICBEX6","2018-05-30",1850.63,1858.34,1850.63,1854.02,0.18,4659564.48
"XZAG","CBX","HRZB00ICBEX6","2018-05-29",1855.02,1855.02,1844.47,1850.63,-0.27,1965581.30
"XZAG","CBX","HRZB00ICBEX6","2018-05-28",1856.30,1864.20,1855.58,1855.58,-0.24,2332942.70
"XZAG","CBX","HRZB00ICBEX6","2018-05-25",1848.73,1860.12,1845.06,1860.12,0.62,4772965.39
"XZAG","CBX","HRZB00ICBEX6","2018-05-24",1851.58,1859.00,1848.73,1848.73,-0.14,1576635.35
"XZAG","CBX","HRZB00ICBEX6","2018-05-23",1857.34,1858.32,1848.17,1851.38,-0.45,5508423.55
"XZAG","CBX","HRZB00ICBEX6","2018-05-22",1848.78,1860.61,1845.82,1859.77,0.56,3235111.96
"XZAG","CBX","HRZB00ICBEX6","2018-05-21",1856.58,1861.85,1849.21,1849.34,-0.32,4765702.20
"XZAG","CBX","HRZB00ICBEX6","2018-05-18",1845.10,1861.52,1843.68,1855.19,0.51,4393171.80
"XZAG","CBX","HRZB00ICBEX6","2018-05-17",1844.26,1848.28,1844.03,1845.70,0.08,4280122.64
"XZAG","CBX","HRZB00ICBEX6","2018-05-16",1843.54,1853.02,1840.98,1844.19,-0.12,5879493.87
"XZAG","CBX","HRZB00ICBEX6","2018-05-15",1841.96,1850.38,1840.64,1846.43,0.18,3784724.60
"XZAG","CBX","HRZB00ICBEX6","2018-05-14",1845.24,1845.24,1835.98,1843.09,-0.12,2253123.34
"XZAG","CBX","HRZB00ICBEX6","2018-05-11",1831.08,1846.75,1829.67,1845.24,0.77,5600671.21
"XZAG","CBX","HRZB00ICBEX6","2018-05-10",1820.80,1831.08,1820.80,1831.08,0.53,2769377.85
"XZAG","CBX","HRZB00ICBEX6","2018-05-09",1826.66,1827.57,1818.55,1821.36,-0.19,11119397.24
"XZAG","CBX","HRZB00ICBEX6","2018-05-08",1830.57,1830.57,1819.60,1824.75,-0.32,7290282.37
"XZAG","CBX","HRZB00ICBEX6","2018-05-07",1837.72,1838.35,1825.94,1830.57,-0.39,13200008.37
"XZAG","CBX","HRZB00ICBEX6","2018-05-04",1840.08,1840.08,1830.45,1837.72,-0.13,5581251.54
"XZAG","CBX","HRZB00ICBEX6","2018-05-03",1827.00,1845.15,1827.00,1840.08,0.64,8568659.58
"XZAG","CBX","HRZB00ICBEX6","2018-05-02",1810.48,1831.01,1809.97,1828.32,1.03,5129025.47
"XZAG","CBX","HRZB00ICBEX6","2018-04-30",1796.13,1809.60,1789.00,1809.60,0.75,5054677.20
"XZAG","CBX","HRZB00ICBEX6","2018-04-27",1793.50,1803.38,1785.01,1796.21,0.17,5056555.15
"XZAG","CBX","HRZB00ICBEX6","2018-04-26",1785.35,1793.59,1780.20,1793.15,0.41,4405975.18
"XZAG","CBX","HRZB00ICBEX6","2018-04-25",1786.46,1788.23,1768.86,1785.79,-0.16,11074027.80
"XZAG","CBX","HRZB00ICBEX6","2018-04-24",1781.25,1790.42,1779.46,1788.71,0.42,3383499.20
"XZAG","CBX","HRZB00ICBEX6","2018-04-23",1788.74,1788.74,1780.30,1781.25,-0.42,1775589.28
"XZAG","CBX","HRZB00ICBEX6","2018-04-20",1793.83,1795.66,1786.62,1788.72,-0.28,2837989.50
"XZAG","CBX","HRZB00ICBEX6","2018-04-19",1788.32,1796.85,1787.20,1793.83,0.30,2976312.26
"XZAG","CBX","HRZB00ICBEX6","2018-04-18",1773.02,1790.27,1772.49,1788.46,0.83,3265262.88
"XZAG","CBX","HRZB00ICBEX6","2018-04-17",1772.58,1774.76,1769.11,1773.75,0.09,2260852.14
"XZAG","CBX","HRZB00ICBEX6","2018-04-16",1783.45,1784.08,1772.09,1772.09,-0.58,4277829.09
"XZAG","CBX","HRZB00ICBEX6","2018-04-13",1788.64,1790.68,1781.78,1782.45,-0.35,1379886.99
"XZAG","CBX","HRZB00ICBEX6","2018-04-12",1804.47,1805.58,1784.65,1788.64,-0.91,7275967.80
"XZAG","CBX","HRZB00ICBEX6","2018-04-11",1811.80,1816.08,1797.88,1805.03,-0.38,3013740.47
"XZAG","CBX","HRZB00ICBEX6","2018-04-10",1807.88,1811.97,1797.42,1811.97,0.25,5670658.60
"XZAG","CBX","HRZB00ICBEX6","2018-04-09",1801.48,1807.47,1799.81,1807.44,0.33,2957809.94
"XZAG","CBX","HRZB00ICBEX6","2018-04-06",1806.05,1806.52,1797.46,1801.44,-0.26,2133736.89
"XZAG","CBX","HRZB00ICBEX6","2018-04-05",1804.24,1806.57,1799.52,1806.05,0.07,3990943.06
"XZAG","CBX","HRZB00ICBEX6","2018-04-04",1799.24,1810.03,1799.24,1804.80,0.37,3192132.35
"XZAG","CBX","HRZB00ICBEX6","2018-04-03",1805.66,1805.66,1787.83,1798.11,-0.38,4179855.95
"XZAG","CBX","HRZB00ICBEX6","2018-03-29",1813.98,1815.18,1804.01,1804.97,-0.50,4778074.89
"XZAG","CBX","HRZB00ICBEX6","2018-03-28",1826.72,1827.13,1810.16,1813.98,-0.71,3606242.16
"XZAG","CBX","HRZB00ICBEX6","2018-03-27",1817.36,1826.92,1817.36,1826.92,0.53,8402972.23
"XZAG","CBX","HRZB00ICBEX6","2018-03-26",1829.21,1836.50,1816.34,1817.36,-0.65,7672359.65
"XZAG","CBX","HRZB00ICBEX6","2018-03-23",1841.39,1841.39,1818.07,1829.21,-0.66,7829823.41
"XZAG","CBX","HRZB00ICBEX6","2018-03-22",1839.14,1843.13,1837.03,1841.39,0.13,2369100.27
"XZAG","CBX","HRZB00ICBEX6","2018-03-21",1843.37,1844.29,1837.27,1839.08,-0.23,4105930.65
