"mic","symbol","isin","date","open_value","high_value","low_value","last_value","change_prev_close_percentage","turnover"
"XZAG","CBX","HRZB00ICBEX6","2015-07-29",1785.91,1799.21,1785.38,1798.37,0.76,4254249.02
"XZAG","CBX","HRZB00ICBEX6","2015-07-28",1784.68,1789.71,1776.59,1784.81,-0.01,4732413.43
"XZAG","CBX","HRZB00ICBEX6","2015-07-27",1786.81,1788.45,1780.43,1784.98,-0.10,3807552.23
"XZAG","CBX","HRZB00ICBEX6","2015-07-24",1789.59,1791.29,1780.61,1786.70,-0.14,4112506.44
"XZAG","CBX","HRZB00ICBEX6","2015-07-23",1786.91,1793.93,1785.00,1789.27,0.10,4454093.69
"XZAG","CBX","HRZB00ICBEX6","2015-07-22",1784.10,1787.80,1776.03,1787.46,0.19,3773128.13
"XZAG","CBX","HRZB00ICBEX6","2015-07-21",1784.52,1787.66,1779.66,1784.15,-0.03,2952660.05
"XZAG","CBX","HRZB00ICBEX6","2015-07-20",1789.50,1789.50,1779.22,1784.75,-0.31,4757366.76
"XZAG","CBX","HRZB00ICBEX6","2015-07-17",1770.22,1793.42,1768.86,1790.25,1.10,8566264.01
"XZAG","CBX","HRZB00ICBEX6","2015-07-16",1778.92,1780.71,1767.59,1770.75,-0.50,5968870.87
"XZAG","CBX","HRZB00ICBEX6","2015-07-15",1784.82,1787.95,1777.94,1779.68,-0.28,7041183.75
"XZAG","CBX","HRZB00ICBEX6","2015-07-14",1764.56,1785.08,1764.06,1784.64,1.29,15600776.10
"XZAG","CBX","HRZB00ICBEX6","2015-07-13",1745.21,1761.97,1745.21,1761.97,1.02,6145948.25
"XZAG","CBX","HRZB00ICBEX6","2015-07-10",1746.64,1751.01,1740.02,1744.21,-0.17,4694951.41
"XZAG","CBX","HRZB00ICBEX6","2015-07-09",1737.78,1748.29,1732.72,1747.10,0.49,7260991.07
"XZAG","CBX","HRZB00ICBEX6","2015-07-08",1736.94,1740.53,1734.52,1738.54,0.08,6184939.27
"XZAG","CBX","HRZB00ICBEX6","2015-07-07",1743.51,1746.37,1736.37,1737.18,-0.36,4937280.52
"XZAG","CBX","HRZB00ICBEX6","2015-07-06",1746.36,1746.63,1740.33,1743.41,-0.17,5497458.96
"XZAG","CBX","HRZB00ICBEX6","2015-07-03",1747.96,1749.91,1741.07,1746.36,-0.12,5361694.03
"XZAG","CBX","HRZB00ICBEX6","2015-07-02",1750.16,1752.61,1740.90,1748.42,-0.12,1718291.04
"XZAG","CBX","HRZB00ICBEX6","2015-07-01",1737.48,1750.44,1733.82,1750.44,0.74,3390822.20
"XZAG","CBX","HRZB00ICBEX6","2015-06-30",1726.36,1737.84,1722.35,1737.55,0.65,7062385.77
"XZAG","CBX","HRZB00ICBEX6","2015-06-29",1740.32,1742.59,1720.53,1726.35,-0.95,4588266.88
"XZAG","CBX","HRZB00ICBEX6","2015-06-26",1757.27,1757.30,1741.64,1742.89,-0.82,7196220.25
"XZAG","CBX","HRZB00ICBEX6","2015-06-24",1757.96,1765.73,1753.00,1757.38,-0.03,7288205.75
"XZAG","CBX","HRZB00ICBEX6","2015-06-23",1755.60,1758.83,1748.15,1757.86,0.13,4647899.36
"XZAG","CBX","HRZB00ICBEX6","2015-06-19",1756.80,1757.29,1749.85,1755.60,-0.07,4381589.73
"XZAG","CBX","HRZB00ICBEX6","2015-06-18",1759.76,1761.37,1755.70,1756.80,-0.16,4707779.12
"XZAG","CBX","HRZB00ICBEX6","2015-06-17",1752.24,1759.66,1751.17,1759.66,0.42,9067828.37
"XZAG","CBX","HRZB00ICBEX6","2015-06-16",1754.72,1754.72,1749.23,1752.22,0.00,3599716.50
"XZAG","CBX","HRZB00ICBEX6","2015-06-15",1753.16,1758.11,1752.03,1752.28,-0.09,6446039.10
"XZAG","CBX","HRZB00ICBEX6","2015-06-12",1754.02,1755.78,1750.45,1753.91,0.00,6582652.98
"XZAG","CBX","HRZB00ICBEX6","2015-06-11",1751.67,1754.96,1746.04,1753.91,0.14,5155466.75
"XZAG","CBX","HRZB00ICBEX6","2015-06-10",1744.54,1751.40,1741.92,1751.40,0.38,13429451.15
"XZAG","CBX","HRZB00ICBEX6","2015-06-09",1736.77,1747.76,1736.53,1744.80,0.45,5927239.94
"XZAG","CBX","HRZB00ICBEX6","2015-06-08",1742.07,1742.07,1733.50,1737.02,-0.29,7684248.31
"XZAG","CBX","HRZB00ICBEX6","2015-06-05",1733.29,1744.58,1733.29,1742.06,0.49,6013262.16
"XZAG","CBX","HRZB00ICBEX6","2015-06-03",1743.00,1743.00,1731.86,1733.51,-0.55,7079702.28
"XZAG","CBX","HRZB00ICBEX6","2015-06-02",1742.50,1747.62,1740.08,1743.08,-0.18,5056095.16
"XZAG","CBX","HRZB00ICBEX6","2015-06-01",1737.24,1752.06,1734.70,1746.19,0.97,18580824.21
"XZAG","CBX","HRZB00ICBEX6","2015-05-29",1729.23,1731.79,1725.26,1729.44,0.01,14016895.81
"XZAG","CBX","HRZB00ICBEX6","2015-05-28",1726.21,1733.09,1724.73,1729.25,0.15,4839993.80
"XZAG","CBX","HRZB00ICBEX6","2015-05-27",1723.17,1730.25,1721.11,1726.73,0.23,3546711.35
"XZAG","CBX","HRZB00ICBEX6","2015-05-26",1731.93,1736.50,1722.62,1722.81,-0.53,7534512.90
"XZAG","CBX","HRZB00ICBEX6","2015-05-25",1724.27,1734.56,1723.72,1731.91,0.47,4391738.54
"XZAG","CBX","HRZB00ICBEX6","2015-05-22",1723.35,1730.72,1718.56,1723.81,0.04,4172212.41
"XZAG","CBX","HRZB00ICBEX6","2015-05-21",1721.36,1725.55,1717.21,1723.15,0.10,2510583.81
"XZAG","CBX","HRZB00ICBEX6","2015-05-20",1724.46,1729.27,1717.85,1721.41,-0.20,3868487.73
"XZAG","CBX","HRZB00ICBEX6","2015-05-19",1723.54,1733.50,1723.54,1724.84,-0.05,6527236.45
"XZAG","CBX","HRZB00ICBEX6","2015-05-18",1724.94,1733.43,1724.65,1725.67,0.37,5695867.55
"XZAG","CBX","HRZB00ICBEX6","2015-05-15",1718.48,1726.47,1715.64,1719.23,0.15,6082071.79
"XZAG","CBX","HRZB00ICBEX6","2015-05-14",1712.94,1718.41,1712.94,1716.58,0.13,4105869.49
"XZAG","CBX","HRZB00ICBEX6","2015-05-13",1713.22,1714.88,1707.20,1714.30,0.06,3418452.44
"XZAG","CBX","HRZB00ICBEX6","2015-05-12",1717.63,1717.63,1707.31,1713.21,-0.24,5294862.88
"XZAG","CBX","HRZB00ICBEX6","2015-05-11",1726.20,1726.20,1716.64,1717.34,-0.49,4275624.37
"XZAG","CBX","HRZB00ICBEX6","2015-05-08",1736.95,1736.95,1722.93,1725.83,-0.64,6928715.69
"XZAG","CBX","HRZB00ICBEX6","2015-05-07",1742.60,1744.99,1732.64,1736.87,-0.29,11665956.02
"XZAG","CBX","HRZB00ICBEX6","2015-05-06",1754.78,1755.27,1741.88,1741.97,-0.74,4891912.25
"XZAG","CBX","HRZB00ICBEX6","2015-05-05",1757.60,1757.97,1751.62,1755.01,-0.14,5869063.49
"XZAG","CBX","HRZB00ICBEX6","2015-05-04",1751.82,1757.50,1748.33,1757.48,0.33,4654465.66
"XZAG","CBX","HRZB00ICBEX6","2015-04-30",1742.35,1755.08,1739.27,1751.67,0.54,4741826.95
"XZAG","CBX","HRZB00ICBEX6","2015-04-29",1742.12,1744.62,1732.60,1742.19,-0.05,9469410.61
"XZAG","CBX","HRZB00ICBEX6","2015-04-28",1729.18,1744.22,1727.32,1743.09,0.67,6439133.78
"XZAG","CBX","HRZB00ICBEX6","2015-04-27",1737.82,1738.29,1725.15,1731.42,-0.33,4679989.93
"XZAG","CBX","HRZB00ICBEX6","2015-04-24",1742.07,1743.26,1735.47,1737.11,-0.27,6017316.79
"XZAG","CBX","HRZB00ICBEX6","2015-04-23",1732.36,1745.07,1731.66,1741.84,0.47,4523333.66
"XZAG","CBX","HRZB00ICBEX6","2015-04-22",1732.20,1738.53,1732.20,1733.63,0.02,2621135.69
"XZAG","CBX","HRZB00ICBEX6","2015-04-21",1732.91,1743.91,1731.29,1733.24,-0.06,3075419.99
"XZAG","CBX","HRZB00ICBEX6","2015-04-20",1736.86,1737.90,1728.59,1734.27,-0.13,2809406.55
"XZAG","CBX","HRZB00ICBEX6","2015-04-17",1735.92,1738.37,1729.50,1736.46,0.01,6401491.95
"XZAG","CBX","HRZB00ICBEX6","2015-04-16",1745.72,1749.19,1731.15,1736.37,-0.52,4217533.43
"XZAG","CBX","HRZB00ICBEX6","2015-04-15",1725.06,1747.13,1722.22,1745.46,1.23,10404795.70
"XZAG","CBX","HRZB00ICBEX6","2015-04-14",1725.55,1740.38,1724.31,1724.31,-0.04,10858732.21
"XZAG","CBX","HRZB00ICBEX6","2015-04-13",1724.83,1728.09,1719.13,1724.99,0.08,4374959.14
"XZAG","CBX","HRZB00ICBEX6","2015-04-10",1715.07,1730.75,1713.36,1723.55,0.71,4496965.51
"XZAG","CBX","HRZB00ICBEX6","2015-04-09",1709.87,1716.67,1706.41,1711.32,0.09,6579058.77
"XZAG","CBX","HRZB00ICBEX6","2015-04-08",1705.31,1711.45,1705.04,1709.83,0.15,5325224.05
"XZAG","CBX","HRZB00ICBEX6","2015-04-07",1721.33,1722.85,1704.49,1707.28,-0.83,4582337.98
"XZAG","CBX","HRZB00ICBEX6","2015-04-02",1718.21,1723.04,1714.59,1721.49,0.10,7347800.16
"XZAG","CBX","HRZB00ICBEX6","2015-04-01",1713.00,1719.82,1704.30,1719.82,0.41,3717637.81
"XZAG","CBX","HRZB00ICBEX6","2015-03-31",1712.28,1715.44,1708.26,1712.82,-0.04,5467719.84
"XZAG","CBX","HRZB00ICBEX6","2015-03-30",1709.75,1718.26,1708.60,1713.53,0.22,4209832.12
"XZAG","CBX","HRZB00ICBEX6","2015-03-27",1710.35,1714.03,1708.71,1709.75,-0.05,2631458.99
"XZAG","CBX","HRZB00ICBEX6","2015-03-26",1712.49,1716.40,1709.78,1710.65,-0.11,3253786.14
"XZAG","CBX","HRZB00ICBEX6","2015-03-25",1718.93,1722.26,1710.15,1712.60,-0.37,3810066.75
"XZAG","CBX","HRZB00ICBEX6","2015-03-24",1730.33,1730.40,1717.22,1718.94,-0.66,2866110.47
"XZAG","CBX","HRZB00ICBEX6","2015-03-23",1727.37,1733.47,1718.82,1730.34,0.17,2443467.26
"XZAG","CBX","HRZB00ICBEX6","2015-03-20",1736.69,1737.20,1715.88,1727.37,-0.51,11518800.52
"XZAG","CBX","HRZB00ICBEX6","2015-03-19",1740.09,1742.92,1734.23,1736.21,-0.22,6434154.85
"XZAG","CBX","HRZB00ICBEX6","2015-03-18",1745.15,1745.20,1737.82,1740.04,-0.30,6188175.17
"XZAG","CBX","HRZB00ICBEX6","2015-03-17",1750.97,1751.68,1745.30,1745.30,-0.35,3948530.67
"XZAG","CBX","HRZB00ICBEX6","2015-03-16",1749.75,1754.74,1748.82,1751.50,0.10,2157543.38
"XZAG","CBX","HRZB00ICBEX6","2015-03-13",1748.05,1755.04,1744.28,1749.74,0.10,2143042.41
"XZAG","CBX","HRZB00ICBEX6","2015-03-12",1750.23,1751.78,1744.46,1748.05,-0.14,4882557.39
"XZAG","CBX","HRZB00ICBEX6","2015-03-11",1753.13,1754.63,1746.42,1750.54,-0.25,3224760.38
"XZAG","CBX","HRZB00ICBEX6","2015-03-10",1758.23,1759.92,1747.91,1754.96,-0.09,2852853.07
"XZAG","CBX","HRZB00ICBEX6","2015-03-09",1760.17,1764.46,1754.52,1756.46,-0.27,5798777.65
"XZAG","CBX","HRZB00ICBEX6","2015-03-06",1756.82,1761.24,1747.15,1761.17,0.31,7874182.90
"XZAG","CBX","HRZB00ICBEX6","2015-03-05",1746.53,1757.06,1746.53,1755.79,0.63,10985185.70
"XZAG","CBX","HRZB00ICBEX6","2015-03-04",1741.50,1747.86,1740.10,1744.77,0.06,4914372.86
"XZAG","CBX","HRZB00ICBEX6","2015-03-03",1744.10,1746.37,1739.68,1743.66,-0.04,9181511.20
"XZAG","CBX","HRZB00ICBEX6","2015-03-02",1745.72,1748.36,1741.80,1744.44,-0.06,3121920.78
"XZAG","CBX","HRZB00ICBEX6","2015-02-27",1740.97,1750.96,1740.72,1745.56,0.28,10571426.38
"XZAG","CBX","HRZB00ICBEX6","2015-02-26",1730.54,1746.02,1728.23,1740.74,0.62,4959602.87
"XZAG","CBX","HRZB00ICBEX6","2015-02-25",1739.49,1741.84,1729.89,1729.95,-0.52,3749637.54
"XZAG","CBX","HRZB00ICBEX6","2015-02-24",1746.30,1749.48,1738.33,1739.04,-0.39,5705836.51
"XZAG","CBX","HRZB00ICBEX6","2015-02-23",1754.89,1755.92,1739.53,1745.82,-0.52,5330219.77
"XZAG","CBX","HRZB00ICBEX6","2015-02-20",1742.69,1757.16,1738.31,1754.89,0.71,6738994.41
"XZAG","CBX","HRZB00ICBEX6","2015-02-19",1742.07,1743.44,1734.60,1742.56,-0.12,5538828.38
"XZAG","CBX","HRZB00ICBEX6","2015-02-18",1748.33,1749.66,1742.71,1744.57,-0.19,10102730.60
"XZAG","CBX","HRZB00ICBEX6","2015-02-17",1750.63,1759.84,1744.42,1747.85,-0.19,6672426.14
"XZAG","CBX","HRZB00ICBEX6","2015-02-16",1767.23,1774.99,1750.60,1751.21,-0.91,6346455.80
"XZAG","CBX","HRZB00ICBEX6","2015-02-13",1761.01,1769.48,1755.00,1767.22,0.40,6622068.15
"XZAG","CBX","HRZB00ICBEX6","2015-02-12",1758.46,1760.48,1753.75,1760.15,0.08,4724529.54
"XZAG","CBX","HRZB00ICBEX6","2015-02-11",1762.93,1767.68,1756.57,1758.71,-0.16,10036914.27
"XZAG","CBX","HRZB00ICBEX6","2015-02-10",1758.26,1766.52,1756.01,1761.49,0.26,4639846.50
"XZAG","CBX","HRZB00ICBEX6","2015-02-09",1765.35,1766.44,1756.68,1756.97,-0.43,7632160.36
"XZAG","CBX","HRZB00ICBEX6","2015-02-06",1759.85,1770.02,1759.40,1764.57,0.36,7204735.56
"XZAG","CBX","HRZB00ICBEX6","2015-02-05",1753.87,1762.68,1752.57,1758.30,0.17,6688376.77
"XZAG","CBX","HRZB00ICBEX6","2015-02-04",1758.12,1758.14,1747.76,1755.30,-0.14,9008810.82
"XZAG","CBX","HRZB00ICBEX6","2015-02-03",1754.68,1757.79,1751.99,1757.79,0.20,8096832.74
"XZAG","CBX","HRZB00ICBEX6","2015-02-02",1764.75,1767.81,1752.87,1754.21,-0.60,4824645.29
"XZAG","CBX","HRZB00ICBEX6","2015-01-30",1763.47,1766.81,1761.32,1764.75,0.04,2793406.01
"XZAG","CBX","HRZB00ICBEX6","2015-01-29",1772.09,1772.31,1760.22,1764.11,-0.44,7321691.09
"XZAG","CBX","HRZB00ICBEX6","2015-01-28",1771.43,1779.86,1765.90,1771.89,0.02,6880832.26
"XZAG","CBX","HRZB00ICBEX6","2015-01-27",1779.09,1781.69,1770.82,1771.60,-0.41,6407517.26
"XZAG","CBX","HRZB00ICBEX6","2015-01-26",1780.69,1780.69,1774.44,1778.90,-0.10,1611186.66
"XZAG","CBX","HRZB00ICBEX6","2015-01-23",1790.74,1790.74,1778.68,1780.67,-0.56,4156758.17
"XZAG","CBX","HRZB00ICBEX6","2015-01-22",1808.25,1808.25,1789.08,1790.76,-0.95,2985820.32
"XZAG","CBX","HRZB00ICBEX6","2015-01-21",1796.55,1807.90,1784.66,1807.90,0.62,3426785.16
"XZAG","CBX","HRZB00ICBEX6","2015-01-20",1790.91,1800.85,1789.38,1796.70,0.32,17576319.03
"XZAG","CBX","HRZB00ICBEX6","2015-01-19",1780.21,1793.00,1779.94,1790.89,0.62,7823543.25
"XZAG","CBX","HRZB00ICBEX6","2015-01-16",1772.88,1781.17,1769.24,1779.88,0.39,7370948.73
"XZAG","CBX","HRZB00ICBEX6","2015-01-15",1788.07,1789.80,1769.61,1772.92,-0.84,6914165.96
"XZAG","CBX","HRZB00ICBEX6","2015-01-14",1777.52,1788.00,1772.06,1787.94,0.59,5176044.77
"XZAG","CBX","HRZB00ICBEX6","2015-01-13",1770.18,1778.62,1767.29,1777.52,0.41,8594401.95
"XZAG","CBX","HRZB00ICBEX6","2015-01-12",1772.38,1773.06,1767.62,1770.25,-0.11,5115288.20
"XZAG","CBX","HRZB00ICBEX6","2015-01-09",1781.83,1782.56,1772.06,1772.13,-0.54,5462512.48
"XZAG","CBX","HRZB00ICBEX6","2015-01-08",1770.75,1785.74,1767.70,1781.74,0.62,7488734.43
"XZAG","CBX","HRZB00ICBEX6","2015-01-07",1765.12,1773.58,1762.06,1770.68,0.31,7306678.99
"XZAG","CBX","HRZB00ICBEX6","2015-01-05",1740.61,1766.70,1740.11,1765.12,1.41,3845898.56
"XZAG","CBX","HRZB00ICBEX6","2015-01-02",1745.39,1748.08,1740.16,1740.60,-0.28,1118452.31
"XZAG","CBX","HRZB00ICBEX6","2014-12-31",1739.44,1749.23,1739.44,1745.44,0.38,7924353.60
"XZAG","CBX","HRZB00ICBEX6","2014-12-30",1734.78,1745.87,1734.14,1738.84,0.21,5997927.93
"XZAG","CBX","HRZB00ICBEX6","2014-12-29",1740.29,1741.53,1731.30,1735.23,-0.29,3712366.72
"XZAG","CBX","HRZB00ICBEX6","2014-12-23",1749.92,1751.05,1740.20,1740.20,-0.62,14768732.93
"XZAG","CBX","HRZB00ICBEX6","2014-12-22",1752.19,1753.61,1742.98,1751.07,-0.05,8873075.62
"XZAG","CBX","HRZB00ICBEX6","2014-12-19",1741.67,1751.96,1741.30,1751.94,0.51,4372416.92
"XZAG","CBX","HRZB00ICBEX6","2014-12-18",1737.05,1744.60,1729.00,1742.99,0.35,8124146.33
"XZAG","CBX","HRZB00ICBEX6","2014-12-17",1737.54,1738.01,1727.53,1736.90,-0.05,5160107.68
"XZAG","CBX","HRZB00ICBEX6","2014-12-16",1743.93,1743.93,1734.24,1737.76,-0.38,7628462.42
"XZAG","CBX","HRZB00ICBEX6","2014-12-15",1758.31,1758.41,1742.28,1744.38,-0.80,7818148.45
"XZAG","CBX","HRZB00ICBEX6","2014-12-12",1760.06,1760.38,1754.53,1758.37,-0.12,4892989.79
"XZAG","CBX","HRZB00ICBEX6","2014-12-11",1756.00,1762.72,1754.16,1760.51,0.26,10679456.24
"XZAG","CBX","HRZB00ICBEX6","2014-12-10",1758.41,1763.20,1752.14,1756.03,-0.16,5424517.15
"XZAG","CBX","HRZB00ICBEX6","2014-12-09",1762.54,1769.44,1757.07,1758.77,-0.19,6465194.18
"XZAG","CBX","HRZB00ICBEX6","2014-12-08",1775.32,1777.29,1757.56,1762.19,-0.78,6646249.96
"XZAG","CBX","HRZB00ICBEX6","2014-12-05",1773.92,1776.21,1770.63,1776.13,0.17,9489398.66
"XZAG","CBX","HRZB00ICBEX6","2014-12-04",1771.68,1773.37,1768.73,1773.12,0.08,5994780.05
"XZAG","CBX","HRZB00ICBEX6","2014-12-03",1781.62,1781.86,1769.29,1771.68,-0.59,4378693.71
"XZAG","CBX","HRZB00ICBEX6","2014-12-02",1787.72,1787.78,1776.83,1782.22,-0.16,7883885.24
"XZAG","CBX","HRZB00ICBEX6","2014-12-01",1792.62,1792.62,1775.85,1785.03,-0.39,7933939.90
"XZAG","CBX","HRZB00ICBEX6","2014-11-28",1801.56,1804.41,1792.02,1792.02,-0.59,4420196.77
"XZAG","CBX","HRZB00ICBEX6","2014-11-27",1812.69,1813.47,1799.70,1802.63,-0.55,2737991.75
"XZAG","CBX","HRZB00ICBEX6","2014-11-26",1809.92,1814.20,1796.68,1812.69,0.15,6928549.35
"XZAG","CBX","HRZB00ICBEX6","2014-11-25",1797.18,1809.90,1795.74,1809.90,0.71,3413177.33
"XZAG","CBX","HRZB00ICBEX6","2014-11-24",1809.60,1810.36,1796.68,1797.21,-0.69,4083946.64
"XZAG","CBX","HRZB00ICBEX6","2014-11-21",1806.84,1810.62,1804.29,1809.61,0.16,1146873.97
"XZAG","CBX","HRZB00ICBEX6","2014-11-20",1808.25,1818.99,1806.78,1806.78,0.01,2644216.92
"XZAG","CBX","HRZB00ICBEX6","2014-11-19",1797.36,1807.06,1796.76,1806.65,0.52,1642454.21
"XZAG","CBX","HRZB00ICBEX6","2014-11-18",1800.42,1800.84,1792.33,1797.37,-0.17,9899536.57
"XZAG","CBX","HRZB00ICBEX6","2014-11-17",1816.39,1817.34,1799.17,1800.44,-0.82,2843831.82
"XZAG","CBX","HRZB00ICBEX6","2014-11-14",1814.48,1816.38,1810.87,1815.37,0.06,14818122.21
"XZAG","CBX","HRZB00ICBEX6","2014-11-13",1809.68,1814.21,1803.75,1814.21,0.25,3848738.18
"XZAG","CBX","HRZB00ICBEX6","2014-11-12",1812.02,1812.06,1804.94,1809.72,-0.11,2197233.94
"XZAG","CBX","HRZB00ICBEX6","2014-11-11",1819.49,1821.79,1811.74,1811.74,-0.46,2637816.87
"XZAG","CBX","HRZB00ICBEX6","2014-11-10",1829.30,1829.78,1816.40,1820.03,-0.65,2895018.89
"XZAG","CBX","HRZB00ICBEX6","2014-11-07",1843.76,1845.62,1825.29,1831.99,-0.65,1557970.85
"XZAG","CBX","HRZB00ICBEX6","2014-11-06",1837.10,1843.95,1836.08,1843.94,0.35,5885633.85
"XZAG","CBX","HRZB00ICBEX6","2014-11-05",1835.82,1840.22,1832.58,1837.43,0.09,7596317.29
"XZAG","CBX","HRZB00ICBEX6","2014-11-04",1844.09,1844.09,1830.50,1835.84,-0.45,2911666.56
"XZAG","CBX","HRZB00ICBEX6","2014-11-03",1838.75,1844.37,1834.16,1844.09,0.29,2330953.52
"XZAG","CBX","HRZB00ICBEX6","2014-10-31",1835.18,1840.52,1830.62,1838.75,0.19,6425619.70
"XZAG","CBX","HRZB00ICBEX6","2014-10-30",1824.57,1835.62,1819.35,1835.29,0.58,7254433.63
"XZAG","CBX","HRZB00ICBEX6","2014-10-29",1823.82,1825.66,1815.38,1824.79,-0.04,4469626.65
"XZAG","CBX","HRZB00ICBEX6","2014-10-28",1826.77,1828.40,1813.10,1825.48,-0.06,5758342.48
"XZAG","CBX","HRZB00ICBEX6","2014-10-27",1845.42,1845.42,1826.30,1826.50,-1.06,5893413.39
"XZAG","CBX","HRZB00ICBEX6","2014-10-24",1844.20,1846.82,1835.38,1845.99,0.09,2532389.18
"XZAG","CBX","HRZB00ICBEX6","2014-10-23",1850.55,1852.92,1840.84,1844.25,-0.40,13312107.53
"XZAG","CBX","HRZB00ICBEX6","2014-10-22",1832.73,1851.73,1832.73,1851.73,1.02,2015223.85
"XZAG","CBX","HRZB00ICBEX6","2014-10-21",1834.44,1841.98,1833.08,1833.08,-0.11,2563344.69
"XZAG","CBX","HRZB00ICBEX6","2014-10-20",1835.98,1841.48,1831.90,1835.12,-0.12,2643601.72
"XZAG","CBX","HRZB00ICBEX6","2014-10-17",1814.93,1837.30,1805.50,1837.30,1.23,2681530.50
"XZAG","CBX","HRZB00ICBEX6","2014-10-16",1825.22,1827.99,1804.59,1814.92,-0.50,8947914.58
"XZAG","CBX","HRZB00ICBEX6","2014-10-15",1860.02,1860.02,1824.11,1824.11,-1.98,8404258.46
"XZAG","CBX","HRZB00ICBEX6","2014-10-14",1865.96,1865.96,1853.82,1861.02,-0.21,3770836.94
"XZAG","CBX","HRZB00ICBEX6","2014-10-13",1880.96,1882.61,1862.84,1864.92,-0.85,4440225.01
"XZAG","CBX","HRZB00ICBEX6","2014-10-10",1895.82,1897.94,1877.83,1880.97,-0.79,4776069.01
"XZAG","CBX","HRZB00ICBEX6","2014-10-09",1909.10,1909.94,1891.93,1895.93,-0.70,4042910.70
"XZAG","CBX","HRZB00ICBEX6","2014-10-07",1914.02,1916.87,1905.04,1909.25,-0.24,2764337.23
"XZAG","CBX","HRZB00ICBEX6","2014-10-06",1926.92,1926.92,1910.93,1913.89,-0.69,4950954.18
"XZAG","CBX","HRZB00ICBEX6","2014-10-03",1927.24,1928.90,1920.43,1927.23,0.00,5761953.29
"XZAG","CBX","HRZB00ICBEX6","2014-10-02",1923.76,1927.48,1916.98,1927.22,0.18,5210980.43
"XZAG","CBX","HRZB00ICBEX6","2014-10-01",1917.39,1924.03,1915.20,1923.76,0.30,6869050.93
"XZAG","CBX","HRZB00ICBEX6","2014-09-30",1919.71,1920.40,1914.54,1918.06,-0.05,11571803.06
"XZAG","CBX","HRZB00ICBEX6","2014-09-29",1922.22,1930.64,1914.27,1919.02,-0.17,18956552.76
"XZAG","CBX","HRZB00ICBEX6","2014-09-26",1923.18,1926.83,1915.48,1922.22,-0.06,9144872.61
"XZAG","CBX","HRZB00ICBEX6","2014-09-25",1932.49,1938.71,1921.68,1923.41,-0.36,9528299.82
"XZAG","CBX","HRZB00ICBEX6","2014-09-24",1927.52,1933.74,1919.66,1930.34,0.41,7296270.15
"XZAG","CBX","HRZB00ICBEX6","2014-09-23",1914.58,1928.91,1914.11,1922.52,0.50,7976060.93
"XZAG","CBX","HRZB00ICBEX6","2014-09-22",1904.71,1918.99,1900.61,1912.97,0.16,9221523.04
"XZAG","CBX","HRZB00ICBEX6","2014-09-19",1891.46,1909.87,1891.46,1909.87,0.83,16988377.67
"XZAG","CBX","HRZB00ICBEX6","2014-09-18",1879.83,1894.08,1877.41,1894.08,0.67,9305083.69
"XZAG","CBX","HRZB00ICBEX6","2014-09-17",1868.53,1884.25,1867.74,1881.47,0.70,5865574.81
"XZAG","CBX","HRZB00ICBEX6","2014-09-16",1861.02,1871.61,1860.96,1868.36,0.39,9819384.54
"XZAG","CBX","HRZB00ICBEX6","2014-09-15",1858.91,1863.07,1853.57,1861.02,0.15,3651475.20
"XZAG","CBX","HRZB00ICBEX6","2014-09-12",1864.27,1868.26,1857.26,1858.20,-0.32,5129449.19
"XZAG","CBX","HRZB00ICBEX6","2014-09-11",1852.26,1865.65,1849.54,1864.20,0.47,5808943.46
"XZAG","CBX","HRZB00ICBEX6","2014-09-10",1851.44,1856.10,1850.47,1855.42,0.23,9193602.78
"XZAG","CBX","HRZB00ICBEX6","2014-09-09",1850.51,1854.05,1845.80,1851.22,0.08,11410148.71
"XZAG","CBX","HRZB00ICBEX6","2014-09-08",1841.85,1850.65,1841.85,1849.67,0.42,5594488.45
"XZAG","CBX","HRZB00ICBEX6","2014-09-05",1846.90,1851.19,1840.74,1841.95,-0.28,2253266.44
"XZAG","CBX","HRZB00ICBEX6","2014-09-04",1846.77,1856.36,1844.97,1847.18,0.00,5523499.76
"XZAG","CBX","HRZB00ICBEX6","2014-09-03",1852.84,1853.41,1846.94,1847.17,-0.31,7308546.39
"XZAG","CBX","HRZB00ICBEX6","2014-09-02",1846.86,1857.60,1846.86,1852.83,0.32,7017508.56
"XZAG","CBX","HRZB00ICBEX6","2014-09-01",1849.95,1851.22,1844.93,1846.85,-0.21,5573438.05
"XZAG","CBX","HRZB00ICBEX6","2014-08-29",1861.55,1863.10,1845.88,1850.73,-0.67,7388723.01
"XZAG","CBX","HRZB00ICBEX6","2014-08-28",1868.40,1876.22,1861.29,1863.17,-0.34,6257660.81
"XZAG","CBX","HRZB00ICBEX6","2014-08-27",1861.13,1870.85,1856.49,1869.50,0.45,5602954.89
"XZAG","CBX","HRZB00ICBEX6","2014-08-26",1854.47,1864.04,1848.89,1861.13,0.53,6631473.16
"XZAG","CBX","HRZB00ICBEX6","2014-08-25",1866.87,1870.65,1851.31,1851.32,-0.82,8075589.19
"XZAG","CBX","HRZB00ICBEX6","2014-08-22",1859.23,1866.63,1853.95,1866.63,0.40,2992075.60
"XZAG","CBX","HRZB00ICBEX6","2014-08-21",1855.86,1859.15,1849.47,1859.15,0.24,3175185.53
"XZAG","CBX","HRZB00ICBEX6","2014-08-20",1846.83,1854.76,1844.74,1854.76,0.50,3702717.59
